pincode,pincode_gdp
507204,10.140173647793311
507169,9.164498863228445
507208,21.35479505555184
507002,81.58531107074262
507168,14.25364031623777
507003,25.683306823982093
507210,13.011978464059366
507158,11.540883322565191
507209,29.402070460807042
507122,40.61319203872855
507182,16.992451598697052
507159,10.491323241441009
507203,27.83959087356845
507160,13.832105255867774
507157,4.77065693784048
507183,11.379113410098476
507304,8.845625478077714
507161,11.486830395082322
507167,26.865471568931152
507170,13.354572918105458
507305,17.19699720917179
507163,2.3818286390832197
507318,27.89636589092456
507165,33.88924118184889
507201,12.10124496647032
507301,38.33324733490081
507306,22.7780591892734
507166,21.618837773255922
507302,25.00822853541908
507118,76.78315566436896
507303,35.2222874797717
507120,2.88424865568657
507164,21.832716263296046
507124,8.713409684234726
507123,35.94558564608922
521126,6.516915485378337
521122,8.539731575280848
521133,3.669620027807169
521149,4.377470984433508
521136,2.980892898395621
521150,3.917421732562204
521132,6.9664600997654595
521328,5.338241289717431
521131,7.862047782711646
521120,10.436222665694112
521156,4.560359416529887
521158,2.4141811736080196
523113,5.352786172387836
521003,27.242834591346192
521331,4.742978498947185
521369,11.130606138366373
521366,14.088065614681899
522659,9.532015793017315
522663,6.249720603729429
522616,26.550605916106583
522612,19.69727268155538
522619,3.8581648031642612
522658,4.8388669847002195
522614,24.03918950835012
522615,14.897192050642904
522660,14.7657494072511
522649,6.2728846761304435
522603,12.722193392059308
522617,17.87377535417322
522549,7.320385578078629
522646,10.624228741693042
522657,5.3886096797056835
522647,25.764912902225674
522409,8.939715848716967
522411,15.701470192380441
522437,9.393839407648477
522414,24.203223462910792
522415,17.995521409118084
522410,17.45412855416415
522435,7.534518572948469
522426,23.948957365857797
522438,8.475357001980356
522408,14.695179791331732
522436,5.1381144781598325
522402,9.400573149625515
522413,24.51970933583162
522412,13.893056447026847
522421,16.524333461974607
522401,2.4852894888855515
524203,2.249339170010105
524142,16.654160007291917
524221,5.278984360319488
524240,5.484498165458719
524152,2.56797984036359
524222,6.14979187279017
524236,7.06827427845829
524223,6.029123216561632
524224,6.431531637109482
524201,52.4404970694261
524239,3.705174185445935
524230,10.95606754632152
524310,5.42254773926996
524225,5.842463888958111
524227,3.750424931531637
524228,12.34429579230788
524315,22.624026294455604
524302,17.30194598548307
524004,51.83661508892524
524304,4.538811442203362
524322,9.17351137015976
524346,3.832307233972431
524305,14.081062523025777
524003,40.87758469613382
524306,8.145134295426365
524307,7.184363990142442
524316,4.414910589825845
524137,28.311614117941822
524312,1.515899993871018
524344,11.367364506279063
524303,1.7806707284081913
524002,62.72238236900648
524311,12.495131612593553
524318,12.519911783069057
524319,3.6946695479617544
524347,5.5459098922893135
523190,8.52249319581963
523165,15.369900737431042
523184,1.364794823906263
523169,17.072998758263743
523157,2.532425682724824
523185,3.0959052113634473
523187,7.943122036115196
523271,7.435667240725537
523270,8.602490050506853
523114,10.293197986101804
523115,4.01519566606881
523109,12.749128359967466
523101,19.70669992032323
523274,14.745817530999066
523292,16.592748280461322
523279,3.136846362583844
523116,3.93735360881424
523272,18.20884635495068
523110,5.772163622717824
523112,11.153770210767387
523247,17.479178074318735
523246,6.339414046863589
523227,4.278080952852412
523241,9.802712220494282
523304,16.106572109719103
523265,7.8448094032504265
523228,4.498408990341129
523111,5.295684040422545
523108,15.022709001094912
523245,6.249989953408511
523252,6.590717297446684
523230,15.441817101745817
523253,13.279747227758138
523224,6.24810450565494
523201,22.56450001537858
523226,19.872888672316556
523280,5.969327587805526
523214,3.970752969020353
506367,9.467817449103535
523303,12.004915196665115
523286,13.679731501194254
523211,16.574163152604694
523301,24.223963388200072
523183,7.076624118509818
523213,2.5801005759222604
