pincode,district,statename,latitude,longitude,urban,nearest_airport_km,nearest_airport_name
506344,Mulugu,TELANGANA,18.1477667,80.3945051,0,87.70000668046532,Warangal Airport (WGC/VOWA)
534196,WEST GODAVARI,ANDHRA PRADESH,16.7404998,81.5433488,0,10.376490263207607,Tadepallegudem Airfield
534156,WEST GODAVARI,ANDHRA PRADESH,16.7496448,81.5881789,0,11.103143481541716,Tadepallegudem Airfield
534198,Eluru,ANDHRA PRADESH,16.7001450,81.4588980,0,16.643926379350038,Tadepallegudem Airfield
506302,JANGOAN,TELANGANA,17.5266066,79.3999850,0,48.147207574244376,Warangal Airport (WGC/VOWA)
534112,WEST GODAVARI,ANDHRA PRADESH,16.913399999999999,81.315200000000004,0,24.622403929533736,Tadepallegudem Airfield
534166,WEST GODAVARI,ANDHRA PRADESH,16.7884275,81.4974787,0,6.099997593545369,Tadepallegudem Airfield
534176,WEST GODAVARI,ANDHRA PRADESH,16.9913760,81.4215730,0,21.0961266050698,Tadepallegudem Airfield
534102,WEST GODAVARI,ANDHRA PRADESH,16.8018546,81.5133995,1,3.932812579968926,Tadepallegudem Airfield
534411,WEST GODAVARI,ANDHRA PRADESH,16.8282815,81.4648088,0,7.045916702631424,Tadepallegudem Airfield
534165,WEST GODAVARI,ANDHRA PRADESH,16.7718327,81.4655273,0,9.728160924209668,Tadepallegudem Airfield
522102,Bapatla,ANDHRA PRADESH,15.24239,86.2996,0,423.3399640368786,INS Kalinga Heliport
505526,Jagitial,TELANGANA,18.8185610,79.2070460,0,108.84325981601793,Warangal Airport (WGC/VOWA)
505304,RAJANNA SIRCILLA,TELANGANA,18.3541490,78.5816990,0,83.00345541107924,Dundigul AFS (VODG)
520007,NTR,ANDHRA PRADESH,80.7079930,16.4833430,0,5601.280367373167,Siachen Glacier AFS
521151,KRISHNA,ANDHRA PRADESH,16.4072170,80.7733300,0,13.92398424292761,Vijayawada Airport (VGA/VOBZ)
520003,NTR,ANDHRA PRADESH,16.4811120,80.6179580,0,19.83871588593015,Vijayawada Airport (VGA/VOBZ)
521211,Eluru,ANDHRA PRADESH,16.7271350,80.7523760,0,22.382159652191678,Vijayawada Airport (VGA/VOBZ)
521178,NTR,ANDHRA PRADESH,16.6424760,80.2304630,0,61.626548591419166,Vijayawada Airport (VGA/VOBZ)
521229,NTR,ANDHRA PRADESH,16.8952340,80.6235640,0,44.56581993839595,Vijayawada Airport (VGA/VOBZ)
521101,KRISHNA,ANDHRA PRADESH,16.6096460,80.7624640,0,9.541424608089029,Vijayawada Airport (VGA/VOBZ)
521175,NTR,ANDHRA PRADESH,16.9216020,80.0461310,1,88.45215090773365,Nagarjuna Sagar Airport (VONS)
505501,Jagitial,TELANGANA,18.5923470,78.9670440,0,100.90316437020577,Warangal Airport (WGC/VOWA)
521246,KRISHNA,ANDHRA PRADESH,16.3033240,80.8833830,0,26.885546687715042,Vijayawada Airport (VGA/VOBZ)
505302,RAJANNA SIRCILLA,TELANGANA,18.4232740,78.9076070,1,92.66629139012481,Warangal Airport (WGC/VOWA)
521227,NTR,ANDHRA PRADESH,17.0559990,80.6331760,0,60.98435077401675,Vijayawada Airport (VGA/VOBZ)
521228,NTR,ANDHRA PRADESH,16.6210490,80.5413040,1,29.034911559833084,Vijayawada Airport (VGA/VOBZ)
521247,KRISHNA,ANDHRA PRADESH,16.2661270,80.8298320,0,29.596255948122273,Vijayawada Airport (VGA/VOBZ)
521183,NTR,ANDHRA PRADESH,16.6308980,80.2962510,0,54.501955275975575,Vijayawada Airport (VGA/VOBZ)
521107,KRISHNA,ANDHRA PRADESH,16.5361960,80.7275690,0,7.407810522545689,Vijayawada Airport (VGA/VOBZ)
521230,NTR,ANDHRA PRADESH,16.7265350,80.6557890,0,26.48322322706048,Vijayawada Airport (VGA/VOBZ)
521184,NTR,ANDHRA PRADESH,16.7715000,80.2838000,0,60.87240680446271,Vijayawada Airport (VGA/VOBZ)
521185,NTR,ANDHRA PRADESH,16.7659600,80.2392780,1,64.91393329284814,Vijayawada Airport (VGA/VOBZ)
521190,NTR,ANDHRA PRADESH,16.8911780,80.2867150,0,67.53052466510853,Vijayawada Airport (VGA/VOBZ)
521163,KRISHNA,ANDHRA PRADESH,16.2977020,80.8215210,0,26.00878332714746,Vijayawada Airport (VGA/VOBZ)
521170,NTR,ANDHRA PRADESH,16.8409020,80.4176190,0,53.133954512868854,Vijayawada Airport (VGA/VOBZ)
521250,KRISHNA,ANDHRA PRADESH,16.2702780,80.8844920,0,30.399184771166848,Vijayawada Airport (VGA/VOBZ)
521165,KRISHNA,ANDHRA PRADESH,16.3364280,80.8276390,1,21.81798446324492,Vijayawada Airport (VGA/VOBZ)
531149,VISAKHAPATANAM,ANDHRA PRADESH,18.216459199999999,82.904521000000003,0,64.63894830251857,Visakhapatnam Airport (VTZ/VEVZ)
531151,VISAKHAPATANAM,ANDHRA PRADESH,18.345652000000001,82.869809000000004,0,68.20503707237002,Jeypore Airport (PYB/VEJP)
531011,Anakapalli,ANDHRA PRADESH,17.5730405,82.9807197,0,30.638147068910232,Visakhapatnam Airport (VTZ/VEVZ)
531036,Anakapalli,ANDHRA PRADESH,17.7691393,82.9307578,0,31.562256188033057,Visakhapatnam Airport (VTZ/VEVZ)
531030,Alluri Sitharama Raju,ANDHRA PRADESH,18.0755040,82.9373790,0,49.750716846732125,Visakhapatnam Airport (VTZ/VEVZ)
531061,Anakapalli,ANDHRA PRADESH,17.4695000,82.9375930,0,41.32923926094934,Visakhapatnam Airport (VTZ/VEVZ)
506371,HANUMAKONDA,TELANGANA,18.0745865,79.4583403,0,23.425229609751284,Warangal Airport (WGC/VOWA)
531023,Anakapalli,ANDHRA PRADESH,17.7682400,83.0215050,0,22.12553178346031,Visakhapatnam Airport (VTZ/VEVZ)
531019,Anakapalli,ANDHRA PRADESH,17.6875840,83.0962940,0,14.085983496111808,Visakhapatnam Airport (VTZ/VEVZ)
531034,Anakapalli,ANDHRA PRADESH,17.8721440,83.0547310,0,24.59236179864192,Visakhapatnam Airport (VTZ/VEVZ)
531031,VISAKHAPATANAM,ANDHRA PRADESH,17.6552962,82.8553533,0,39.78764601623679,Visakhapatnam Airport (VTZ/VEVZ)
531075,Anakapalli,ANDHRA PRADESH,17.9043916,82.9662500,0,34.09387448154165,Visakhapatnam Airport (VTZ/VEVZ)
531033,Anakapalli,ANDHRA PRADESH,17.6049300,83.0261780,0,24.671862202785995,Visakhapatnam Airport (VTZ/VEVZ)
531081,VISAKHAPATANAM,ANDHRA PRADESH,17.4028171,82.6653414,0,69.04496367491052,Visakhapatnam Airport (VTZ/VEVZ)
531020,VISAKHAPATANAM,ANDHRA PRADESH,17.5602730,83.0834200,0,23.31758092065307,Visakhapatnam Airport (VTZ/VEVZ)
