pincode,district,statename,latitude,longitude,urban,nearest_airport_km,nearest_airport_name,nearest_railway_km,nearest_railway_name,num_hospitals,pincode_population,area_km2,population_density,male_population,female_population,state_gdp,state_population,pincode_gdp,state_civil_cases,state_criminal_cases
524004,SPSR NELLORE,ANDHRA PRADESH,14.459344,79.912624,0,100.20118357792236,Tirupati Airport (TIR/VOTP),7.756610822833908,VEDAYAPALEM,0,192451.0,201.61,954.5707058181636,97704.0,94747.0,14397.0,40194656.0,68.93247318748045,288.0,277.0
524304,SPSR NELLORE,ANDHRA PRADESH,14.700742,79.60757,0,92.24674274490764,Cuddapah Airport (CDP/VOCP),41.04207853319175,ALLURU ROAD,0,16851.0,145.7,115.65545641729582,8557.0,8294.0,14397.0,40194656.0,6.035723928076409,288.0,277.0
524322,SPSR NELLORE,ANDHRA PRADESH,14.576688,79.628454,1,92.3810818082118,Cuddapah Airport (CDP/VOCP),39.46125083203953,KODAVALURU,1,34058.0,106.98,318.35857169564406,17165.0,16893.0,14397.0,40194656.0,12.1989606279999,288.0,277.0
524346,SPSR NELLORE,ANDHRA PRADESH,14.349411,79.509755,0,79.79900647537532,Tirupati Airport (TIR/VOTP),41.494826830563944,PULLAMPET,0,14228.0,48.45,293.6635706914345,7285.0,6943.0,14397.0,40194656.0,5.096212690562646,288.0,277.0
524305,SPSR NELLORE,ANDHRA PRADESH,14.519849,79.889882,1,105.51232515065716,Tirupati Airport (TIR/VOTP),11.06881768705558,PADUGUPADU,1,52278.0,120.81,432.72907871864913,26002.0,26276.0,14397.0,40194656.0,18.725035636578156,288.0,277.0
524003,SPSR NELLORE,ANDHRA PRADESH,14.431103,80.000387,0,101.5723132045716,Tirupati Airport (TIR/VOTP),2.3519634055662744,NELLORE SOUTH,4,151764.0,25.28,6003.322784810126,77129.0,74635.0,14397.0,40194656.0,54.3591244567437,288.0,277.0
524307,SPSR NELLORE,ANDHRA PRADESH,14.65559,79.521767,0,82.1695540820279,Cuddapah Airport (CDP/VOCP),50.63117773385247,ALLURU ROAD,0,26673.0,201.7,132.24095190877543,13528.0,13145.0,14397.0,40194656.0,9.553786976059703,288.0,277.0
524316,SPSR NELLORE,ANDHRA PRADESH,14.79728,79.211117,0,56.834941910553475,Cuddapah Airport (CDP/VOCP),49.65745123377862,ONTIMITTA,0,16391.0,30.5,537.4098360655738,8055.0,8336.0,14397.0,40194656.0,5.870960234116694,288.0,277.0
524137,SPSR NELLORE,ANDHRA PRADESH,14.511563,80.015064,0,110.19827440434628,Tirupati Airport (TIR/VOTP),3.152416340934779,PADUGUPADU,0,105111.0,92.15,1140.6511123168746,52297.0,52814.0,14397.0,40194656.0,37.648862251738144,288.0,277.0
524312,SPSR NELLORE,ANDHRA PRADESH,14.702045,79.301481,0,60.68992475147755,Cuddapah Airport (CDP/VOCP),46.12316529531474,ONTIMITTA,0,5628.0,82.44,68.26783114992722,2889.0,2739.0,14397.0,40194656.0,2.015847977402767,288.0,277.0
524344,SPSR NELLORE,ANDHRA PRADESH,14.288601,80.124848,0,96.23225145638096,Tirupati Airport (TIR/VOTP),21.71251216725694,VENKATACHALAM,0,42203.0,132.01,319.6954776153322,21656.0,20547.0,14397.0,40194656.0,15.11635255691702,288.0,277.0
